id,latitude,longitude,timestamp,type,hole,color,fill_color,border_color,visibility_status,time_since_last_sighting_min,pulsing,total_orders,total_revenue,avg_per_order,revenue_per_hour,avg_order_time_min,order_id,is_delivery_event
golfer_group_1,38.01356546153365,-78.36212791202061,4080.0,golfer,2,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0133548632737,-78.36193008289945,4140.0,golfer,2,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01315029618524,-78.36172304380514,4200.0,golfer,2,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01295853316634,-78.36149645210206,4260.0,golfer,2,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01276677014744,-78.36126986039898,4320.0,golfer,2,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01257500712853,-78.3610432686959,4380.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01238324410965,-78.36081667699281,4440.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01219148109074,-78.36059008528973,4500.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01199971807184,-78.36036349358665,4560.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01180795505294,-78.36013690188356,4620.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01161619203404,-78.35991031018048,4680.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0114250744426,-78.35968288626421,4740.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01124348061868,-78.35944318241664,4800.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01106188679477,-78.35920347856907,4860.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01088029297086,-78.3589637747215,4920.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01069869914693,-78.35872407087393,4980.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01051710532301,-78.35848436702636,5040.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01032866534339,-78.35825433661229,5100.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01012148481542,-78.35805078608799,5160.0,golfer,3,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00991430428745,-78.35784723556368,5220.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00967159007248,-78.35775116165343,5280.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0094120029026,-78.35770612235893,5340.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00915241573272,-78.35766108306443,5400.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00889282856285,-78.35761604376994,5460.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00863324139297,-78.35757100447545,5520.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00837365422309,-78.35752596518094,5580.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0081140670532,-78.35748092588645,5640.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00785435382143,-78.35743707559772,5700.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00759462475564,-78.35739337465412,5760.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00733489568985,-78.35734967371052,5820.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00711822948613,-78.3571844664857,5880.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00692117405152,-78.35700879022698,5940.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00673411993393,-78.35724161808564,6000.0,golfer,4,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00654706581633,-78.35747444594428,6060.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00636001169873,-78.35770727380293,6120.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00617295758115,-78.35794010166158,6180.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00607918919661,-78.35796765411622,6240.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00614430782317,-78.35764557545026,6300.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00620942644973,-78.3573234967843,6360.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00637883948675,-78.3570752485724,6420.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00656056039454,-78.35683571315425,6480.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00674228130233,-78.35659617773611,6540.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00692400221013,-78.35635664231796,6600.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00710572311793,-78.35611710689982,6660.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00728744402572,-78.35587757148168,6720.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00746916493352,-78.35563803606354,6780.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00767447992364,-78.35543260560078,6840.0,golfer,5,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00788515389015,-78.3552349214724,6900.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00809582785667,-78.355037237344,6960.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00830812160813,-78.35484351117549,7020.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00855670417515,-78.35473845707197,7080.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00880528674218,-78.35463340296846,7140.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00906026523248,-78.35457648242318,7200.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0093222456615,-78.35457225610362,7260.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00958422609051,-78.35456802978406,7320.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.00984620651954,-78.3545638034645,7380.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01010818694855,-78.35455957714493,7440.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01037016737756,-78.35455535082536,7500.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01063214780658,-78.3545511245058,7560.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01089412823559,-78.35454689818624,7620.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01115548131327,-78.35456495995305,7680.0,golfer,6,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01141655625508,-78.35459290313042,7740.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01167763119689,-78.35462084630778,7800.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01193688476699,-78.3546203468485,7860.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0121909777462,-78.3545392593298,7920.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01226652116854,-78.3548017019158,7980.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01230778854163,-78.35513009176594,8040.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01234905591472,-78.35545848161608,8100.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01239032328781,-78.35578687146622,8160.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01243159066091,-78.35611526131636,8220.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01245895316061,-78.35644594377641,8280.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01248514309703,-78.35677681956652,8340.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01251133303344,-78.35710769535663,8400.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0125621218749,-78.35743353450351,8460.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01261925090231,-78.35775807549284,8520.0,golfer,7,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01267637992972,-78.35808261648215,8580.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01273350895712,-78.35840715747148,8640.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01279063798453,-78.35873169846079,8700.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01284776701193,-78.35905623945011,8760.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01290489603933,-78.35938078043944,8820.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01296202506674,-78.35970532142875,8880.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01307427915004,-78.35998876025077,8940.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01326981143838,-78.36021010544478,9000.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01346534372672,-78.36043145063879,9060.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01366087601505,-78.36065279583278,9120.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01385640830339,-78.36087414102678,9180.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0140485771465,-78.36109951391482,9240.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01421129293162,-78.36136015656277,9300.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0142994289822,-78.36161737545977,9360.0,golfer,8,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01412230337364,-78.36186241692198,9420.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01422808817363,-78.36206210713515,9480.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01444765185982,-78.36224355830707,9540.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01466721554601,-78.362425009479,9600.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01488677923219,-78.36260646065094,9660.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01510634291838,-78.36278791182286,9720.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01532590660458,-78.36296936299479,9780.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01555490832785,-78.36312928414713,9840.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01579214273184,-78.36327042493495,9900.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01602937713583,-78.36341156572277,9960.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01611729804277,-78.36368299997261,10020.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01613616143248,-78.36401469497034,10080.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01615502482219,-78.36434638996806,10140.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01617388821188,-78.36467808496579,10200.0,golfer,9,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01619275160158,-78.36500977996351,10260.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01634981744909,-78.36487282189691,10320.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01653563365823,-78.36463836957955,10380.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01672144986739,-78.36440391726218,10440.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01690726607652,-78.36416946494482,10500.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01709308228566,-78.36393501262746,10560.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0172788984948,-78.3637005603101,10620.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01746471470394,-78.36346610799274,10680.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01765950740716,-78.36325050035066,10740.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01790940043508,-78.36315056679241,10800.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01815929346298,-78.36305063323417,10860.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01840918649089,-78.3629506996759,10920.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01830268851378,-78.36279019224123,10980.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01808231090246,-78.3626103292931,11040.0,golfer,10,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01797303905853,-78.36247012240179,11100.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01823497011307,-78.36246240587147,11160.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01849690116759,-78.36245468934115,11220.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01875883222214,-78.36244697281082,11280.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01902076327666,-78.3624392562805,11340.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01913939569553,-78.3623333667381,11400.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01900072233493,-78.36205119859208,11460.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01883990121621,-78.36181726656332,11520.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0185781345575,-78.36180318617306,11580.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01831636789879,-78.3617891057828,11640.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01805460124007,-78.36177502539255,11700.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01779283458136,-78.36176094500229,11760.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01753106792264,-78.36174686461203,11820.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01726930126393,-78.36173278422177,11880.0,golfer,11,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01700753460522,-78.36171870383151,11940.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0167687911444,-78.36161214404179,12000.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01654818149631,-78.3614327444962,12060.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01632757184823,-78.3612533449506,12120.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01610696220014,-78.361073945405,12180.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01588635255205,-78.3608945458594,12240.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01571026108877,-78.36065560745661,12300.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01555759097009,-78.36038534522287,12360.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01534473945811,-78.36027097984861,12420.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01508292235217,-78.36028345737212,12480.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01482110524622,-78.36029593489563,12540.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01461598643474,-78.36013024993382,12600.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01443444856774,-78.35989046680534,12660.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01425291070072,-78.35965068367685,12720.0,golfer,12,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01407137283371,-78.35941090054837,12780.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0138898349667,-78.35917111741988,12840.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01371314689545,-78.35892568025265,12900.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01354025732407,-78.35867581467927,12960.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0133673677527,-78.3584259491059,13020.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01331398748529,-78.35820229280307,13080.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01354291007976,-78.35804054759708,13140.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01377183267423,-78.35787880239108,13200.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01396807175675,-78.35801683128052,13260.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01415378461,-78.35825140704237,13320.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01433949746326,-78.35848598280424,13380.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01452521031652,-78.3587205585661,13440.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01470796422551,-78.35895719013018,13500.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01476355823168,-78.35928216928954,13560.0,golfer,13,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01481915223785,-78.3596071484489,13620.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01490239079888,-78.3598881728946,13680.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01516438034467,-78.3598849841056,13740.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01542636989047,-78.35988179531662,13800.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0156846193998,-78.35990297892366,13860.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01592651333895,-78.3600307455651,13920.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0161684072781,-78.36015851220655,13980.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01641030121724,-78.360286278848,14040.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01665219515638,-78.36041404548945,14100.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01689408909553,-78.36054181213089,14160.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01713598303468,-78.36066957877235,14220.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01737787697382,-78.36079734541379,14280.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01761977091297,-78.36092511205524,14340.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01787114591461,-78.36089867161105,14400.0,golfer,14,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0181257271186,-78.36082008309577,14460.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01838030832259,-78.36074149458048,14520.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01863488952658,-78.3606629060652,14580.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01881694391652,-78.36048021883768,14640.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01890951893219,-78.36016910066003,14700.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01894709728351,-78.35984445390461,14760.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01895278078137,-78.35951196136415,14820.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01895846427923,-78.3591794688237,14880.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01896414777709,-78.35884697628325,14940.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01896983127495,-78.35851448374278,15000.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0189755147728,-78.35818199120233,15060.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01901499000874,-78.35785966459785,15120.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0191274734869,-78.3575593018567,15180.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01923995696506,-78.35725893911555,15240.0,golfer,15,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01935244044322,-78.3569585763744,15300.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01946492392139,-78.35665821363324,15360.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01951719429495,-78.35666269034769,15420.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01950473211084,-78.35699488704552,15480.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01949226992673,-78.35732708374334,15540.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01947980774262,-78.35765928044118,15600.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01946734555851,-78.35799147713901,15660.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.0194548833744,-78.35832367383685,15720.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
golfer_group_1,38.01944242119029,-78.35865587053468,15780.0,golfer,16,,#FFFFFF,#FFFFFF,,,,,,,,,,
