id,latitude,longitude,timestamp,type,hole,color,visibility_status,time_since_last_sighting_min,pulsing,total_orders,total_revenue,avg_per_order,revenue_per_hour,avg_order_time_min
golfer_group_1,38.01694043004981,-78.36601604314154,2700.0,golfer,1,,,,,,,,,
golfer_group_1,38.01671763434264,-78.36580404930463,2760.0,golfer,1,,,,,,,,,
golfer_group_1,38.01649483863547,-78.3655920554677,2820.0,golfer,1,,,,,,,,,
golfer_group_1,38.0162720429283,-78.36538006163077,2880.0,golfer,1,,,,,,,,,
golfer_group_1,38.01604924722113,-78.36516806779386,2940.0,golfer,1,,,,,,,,,
golfer_group_1,38.01582645151396,-78.36495607395693,3000.0,golfer,1,,,,,,,,,
golfer_group_1,38.0156391162086,-78.36469752525855,3060.0,golfer,1,,,,,,,,,
golfer_group_1,38.01546465764418,-78.36442207108645,3120.0,golfer,1,,,,,,,,,
golfer_group_1,38.01529019907975,-78.36414661691435,3180.0,golfer,1,,,,,,,,,
golfer_group_1,38.01511574051533,-78.36387116274226,3240.0,golfer,1,,,,,,,,,
golfer_group_1,38.01494128195091,-78.36359570857017,3300.0,golfer,1,,,,,,,,,
golfer_group_1,38.01476682338648,-78.36332025439808,3360.0,golfer,1,,,,,,,,,
golfer_group_1,38.01459236482206,-78.36304480022598,3420.0,golfer,1,,,,,,,,,
golfer_group_1,38.01437782481474,-78.36282548074516,3480.0,golfer,2,,,,,,,,,
golfer_group_1,38.01414475000734,-78.3626321195434,3540.0,golfer,2,,,,,,,,,
golfer_group_1,38.01391167519994,-78.36243875834165,3600.0,golfer,2,,,,,,,,,
golfer_group_1,38.01368265638123,-78.36223800102945,3660.0,golfer,2,,,,,,,,,
golfer_group_1,38.01345884065727,-78.36202775585467,3720.0,golfer,2,,,,,,,,,
golfer_group_1,38.0132350249333,-78.36181751067987,3780.0,golfer,2,,,,,,,,,
golfer_group_1,38.01302914047037,-78.36157988335675,3840.0,golfer,2,,,,,,,,,
golfer_group_1,38.01282534211555,-78.36133907041707,3900.0,golfer,2,,,,,,,,,
golfer_group_1,38.01262154376074,-78.3610982574774,3960.0,golfer,2,,,,,,,,,
golfer_group_1,38.01241774540593,-78.36085744453771,4020.0,golfer,2,,,,,,,,,
golfer_group_1,38.01221394705111,-78.36061663159803,4080.0,golfer,2,,,,,,,,,
golfer_group_1,38.0120101486963,-78.36037581865837,4140.0,golfer,2,,,,,,,,,
golfer_group_1,38.01180635034148,-78.36013500571869,4200.0,golfer,2,,,,,,,,,
golfer_group_1,38.01160255198667,-78.35989419277901,4260.0,golfer,3,,,,,,,,,
golfer_group_1,38.01140076062517,-78.3596507920252,4320.0,golfer,3,,,,,,,,,
golfer_group_1,38.01120776969933,-78.3593960440031,4380.0,golfer,3,,,,,,,,,
golfer_group_1,38.0110147787735,-78.359141295981,4440.0,golfer,3,,,,,,,,,
golfer_group_1,38.01082178784766,-78.35888654795889,4500.0,golfer,3,,,,,,,,,
golfer_group_1,38.01062879692182,-78.35863179993679,4560.0,golfer,3,,,,,,,,,
golfer_group_1,38.01043580599598,-78.35837705191469,4620.0,golfer,3,,,,,,,,,
golfer_group_1,38.01022290791907,-78.35815043216056,4680.0,golfer,3,,,,,,,,,
golfer_group_1,38.0100027244291,-78.35793410649875,4740.0,golfer,3,,,,,,,,,
golfer_group_1,38.00976608414687,-78.35776755671043,4800.0,golfer,3,,,,,,,,,
golfer_group_1,38.0094902048952,-78.35771969068196,4860.0,golfer,3,,,,,,,,,
golfer_group_1,38.00921432564353,-78.3576718246535,4920.0,golfer,3,,,,,,,,,
golfer_group_1,38.00893844639186,-78.35762395862504,4980.0,golfer,4,,,,,,,,,
golfer_group_1,38.00866256714019,-78.35757609259657,5040.0,golfer,4,,,,,,,,,
golfer_group_1,38.00838668788852,-78.35752822656812,5100.0,golfer,4,,,,,,,,,
